order_purchase_timestamp,payment_value
2016-09-04,136.23
2016-09-05,75.06
2016-09-13,40.95
2016-10-02,109.34
2016-10-03,74.3925
2016-10-04,170.2092857142857
2016-10-05,200.23960784313724
2016-10-06,184.28647058823532
2016-10-07,175.64234042553193
2016-10-08,225.95651162790696
2016-10-09,148.28964285714284
2016-10-10,111.31190476190477
2016-10-22,61.99
2016-12-23,19.62
2017-01-05,22.1021875
2017-01-06,123.535
2017-01-07,361.9975
2017-01-08,134.93833333333333
2017-01-09,154.902
2017-01-10,261.8616666666667
2017-01-11,255.19416666666666
2017-01-12,192.51461538461538
2017-01-13,241.99750000000003
2017-01-14,83.74222222222221
2017-01-15,182.23857142857145
2017-01-16,195.38105263157897
2017-01-17,84.64369565217392
2017-01-18,133.81085714285715
2017-01-19,149.0825925925926
2017-01-20,156.60233333333332
2017-01-21,128.94833333333335
2017-01-22,138.07161290322583
2017-01-23,179.85452380952378
2017-01-24,165.71951219512195
2017-01-25,158.09560606060606
2017-01-26,168.79955555555554
2017-01-27,201.62703125
2017-01-28,147.74949999999998
2017-01-29,204.5902857142857
2017-01-30,221.5981818181818
2017-01-31,178.3798630136986
2017-02-01,133.90896103896102
2017-02-02,154.73246376811596
2017-02-03,184.74904761904762
2017-02-04,221.79112676056337
2017-02-05,133.59526315789472
2017-02-06,135.1860465116279
2017-02-07,134.09040322580645
2017-02-08,142.9997
2017-02-09,123.22920454545455
2017-02-10,230.50132352941176
2017-02-11,115.27285714285713
2017-02-12,245.32779411764707
2017-02-13,163.651125
2017-02-14,191.3635
2017-02-15,128.09846153846152
2017-02-16,136.9073684210526
2017-02-17,167.0954347826087
2017-02-18,164.0661224489796
2017-02-19,95.87155555555556
2017-02-20,143.0828125
2017-02-21,217.05720930232556
2017-02-22,138.13779411764705
2017-02-23,140.52229508196723
2017-02-24,99.787625
2017-02-25,109.0676595744681
2017-02-26,140.0744680851064
2017-02-27,142.43270833333335
2017-02-28,228.7730909090909
2017-03-01,180.2206666666667
2017-03-02,177.65351351351353
2017-03-03,188.72946666666667
2017-03-04,178.54816091954024
2017-03-05,105.89325301204819
2017-03-06,123.99192660550459
2017-03-07,163.00435294117645
2017-03-08,204.5080487804878
2017-03-09,130.45594339622642
2017-03-10,154.45659574468084
2017-03-11,147.1055294117647
2017-03-12,118.98757575757577
2017-03-13,163.61067796610172
2017-03-14,157.55219047619048
2017-03-15,138.91928
2017-03-16,161.6866019417476
2017-03-17,200.16588235294117
2017-03-18,230.03935897435898
2017-03-19,135.58035087719298
2017-03-20,166.79108333333335
2017-03-21,146.44617647058823
2017-03-22,147.6589189189189
2017-03-23,192.54932773109243
2017-03-24,167.336375
2017-03-25,140.64675
2017-03-26,109.17171428571429
2017-03-27,178.68947826086958
2017-03-28,137.39425925925926
2017-03-29,137.96094594594595
2017-03-30,139.4512195121951
2017-03-31,193.70816901408452
2017-04-01,293.924
2017-04-02,158.33761194029853
2017-04-03,133.04814814814813
2017-04-04,136.0864423076923
2017-04-05,203.6720588235294
2017-04-06,268.6358
2017-04-07,167.15244444444443
2017-04-08,131.9325641025641
2017-04-09,132.73164383561644
2017-04-10,155.0816091954023
2017-04-11,110.98977528089888
2017-04-12,146.9990625
2017-04-13,183.87065573770494
2017-04-14,194.73888888888888
2017-04-15,173.91777777777776
2017-04-16,130.6442
2017-04-17,158.31720588235294
2017-04-18,292.92325
2017-04-19,138.03217821782178
2017-04-20,118.93333333333334
2017-04-21,125.4641975308642
2017-04-22,166.7228888888889
2017-04-23,131.55455555555557
2017-04-24,139.4611811023622
2017-04-25,152.00309734513274
2017-04-26,143.81607692307693
2017-04-27,148.275
2017-04-28,175.37174757281554
2017-04-29,182.04315789473685
2017-04-30,136.768115942029
2017-05-01,116.169296875
2017-05-02,152.0079411764706
2017-05-03,110.83945454545454
2017-05-04,145.8873394495413
2017-05-05,137.06264462809915
2017-05-06,170.15530973451328
2017-05-07,177.9824347826087
2017-05-08,149.9584375
2017-05-09,179.59296296296296
2017-05-10,195.15333333333334
2017-05-11,158.23910447761196
2017-05-12,110.97434782608697
2017-05-13,136.8675641025641
2017-05-14,151.30887931034485
2017-05-15,123.07308988764044
2017-05-16,148.70042424242425
2017-05-17,135.4198101265823
2017-05-18,162.982734375
2017-05-19,137.98134615384615
2017-05-20,162.68644736842106
2017-05-21,134.8909271523179
2017-05-22,185.29871794871795
2017-05-23,158.63438461538462
2017-05-24,183.61870748299322
2017-05-25,155.7834188034188
2017-05-26,152.77734939759037
2017-05-27,189.92488372093024
2017-05-28,107.96805825242717
2017-05-29,123.47272222222222
2017-05-30,147.19275862068966
2017-05-31,182.29833333333335
2017-06-01,160.15720588235294
2017-06-02,157.74913043478261
2017-06-03,131.88645161290324
2017-06-04,149.80831775700935
2017-06-05,172.33044025157233
2017-06-06,128.86095588235295
2017-06-07,96.82301204819278
2017-06-08,149.36675675675676
2017-06-09,170.3502727272727
2017-06-10,123.65125
2017-06-11,149.98868217054263
2017-06-12,132.74198473282442
2017-06-13,126.08126865671642
2017-06-14,178.48121212121214
2017-06-15,134.86839285714285
2017-06-16,140.73990476190477
2017-06-17,151.97860465116278
2017-06-18,214.4966304347826
2017-06-19,159.1008588957055
2017-06-20,151.1321649484536
2017-06-21,202.0861111111111
2017-06-22,120.55727272727272
2017-06-23,145.3564814814815
2017-06-24,130.04805194805195
2017-06-25,190.2233027522936
2017-06-26,205.40972972972972
2017-06-27,134.7954109589041
2017-06-28,137.74903225806452
2017-06-29,121.44272727272727
2017-06-30,164.00747474747473
2017-07-01,168.32142857142858
2017-07-02,115.72206611570249
2017-07-03,158.4277049180328
2017-07-04,138.22595419847326
2017-07-05,151.31644171779143
2017-07-06,157.13650887573965
2017-07-07,121.72810218978103
2017-07-08,134.84662921348314
2017-07-09,109.19530612244897
2017-07-10,141.5191780821918
2017-07-11,141.84448863636365
2017-07-12,142.13
2017-07-13,107.70508982035928
2017-07-14,143.63986842105263
2017-07-15,131.2805
2017-07-16,139.22612068965518
2017-07-17,149.99732558139536
2017-07-18,156.7675845410628
2017-07-19,125.22546012269939
2017-07-20,137.3039024390244
2017-07-21,130.08844262295082
2017-07-22,147.9837777777778
2017-07-23,125.59669642857143
2017-07-24,135.79887573964496
2017-07-25,129.71863354037268
2017-07-26,106.46848484848485
2017-07-27,139.3075
2017-07-28,175.00977443609023
2017-07-29,136.0882222222222
2017-07-30,115.35105263157895
2017-07-31,130.44528662420382
2017-08-01,152.1997604790419
2017-08-02,131.4561212121212
2017-08-03,147.2404605263158
2017-08-04,147.7042857142857
2017-08-05,118.57245901639344
2017-08-06,153.36387387387387
2017-08-07,157.57005917159762
2017-08-08,123.79959770114944
2017-08-09,160.3601986754967
2017-08-10,145.6420987654321
2017-08-11,157.51406666666668
2017-08-12,159.03029411764706
2017-08-13,162.5365306122449
2017-08-14,134.7401212121212
2017-08-15,137.21588235294118
2017-08-16,158.6514525139665
2017-08-17,136.7818125
2017-08-18,129.95948387096774
2017-08-19,136.69297297297297
2017-08-20,139.5713888888889
2017-08-21,139.8909677419355
2017-08-22,138.5795138888889
2017-08-23,159.23474576271187
2017-08-24,124.23280303030303
2017-08-25,137.0371653543307
2017-08-26,123.00663265306122
2017-08-27,131.67048387096773
2017-08-28,153.87179640718563
2017-08-29,264.4692857142857
2017-08-30,175.57559405940592
2017-08-31,149.46781249999998
2017-09-01,191.08982352941177
2017-09-02,182.84982142857143
2017-09-03,243.70692913385827
2017-09-04,179.49525
2017-09-05,140.19483146067415
2017-09-06,189.61730263157895
2017-09-07,203.132
2017-09-08,127.49206896551723
2017-09-09,165.24504672897197
2017-09-10,140.7959731543624
2017-09-11,142.65205263157895
2017-09-12,153.92
2017-09-13,149.0900930232558
2017-09-14,154.08436046511628
2017-09-15,137.3035668789809
2017-09-16,179.4052985074627
2017-09-17,174.41541984732822
2017-09-18,169.45432291666665
2017-09-19,141.43771084337348
2017-09-20,153.94164705882355
2017-09-21,146.78555555555556
2017-09-22,132.41551724137932
2017-09-23,116.4336111111111
2017-09-24,130.1644262295082
2017-09-25,151.45035714285714
2017-09-26,136.73708108108107
2017-09-27,155.49962499999998
2017-09-28,175.19276315789475
2017-09-29,283.4999173553719
2017-09-30,131.67407079646017
2017-10-01,162.29207407407407
2017-10-02,162.83509554140127
2017-10-03,148.23960975609756
2017-10-04,147.54511904761904
2017-10-05,202.29048611111114
2017-10-06,158.62739130434784
2017-10-07,166.43898148148148
2017-10-08,147.43507462686566
2017-10-09,172.8704411764706
2017-10-10,168.6998445595855
2017-10-11,158.87745454545453
2017-10-12,153.20360544217687
2017-10-13,166.187
2017-10-14,129.48368
2017-10-15,166.826875
2017-10-16,171.4340776699029
2017-10-17,165.67220657276997
2017-10-18,174.6904945054945
2017-10-19,150.7754189944134
2017-10-20,169.07076923076923
2017-10-21,150.18583333333333
2017-10-22,141.90884146341463
2017-10-23,149.38741379310343
2017-10-24,151.4074705882353
2017-10-25,134.1908125
2017-10-26,173.78651315789475
2017-10-27,163.11229166666666
2017-10-28,212.08907216494845
2017-10-29,148.14985507246377
2017-10-30,151.22203821656052
2017-10-31,166.00134969325154
2017-11-01,197.41008695652172
2017-11-02,195.4465625
2017-11-03,181.60080536912753
2017-11-04,192.1966379310345
2017-11-05,148.99020547945204
2017-11-06,171.44010101010102
2017-11-07,151.1830909090909
2017-11-08,126.00376344086023
2017-11-09,144.43480198019802
2017-11-10,130.81049723756905
2017-11-11,170.23845679012345
2017-11-12,150.9891525423729
2017-11-13,143.02531400966186
2017-11-14,161.67979797979797
2017-11-15,142.6976804123711
2017-11-16,133.8593927125506
2017-11-17,176.0539303482587
2017-11-18,182.8011111111111
2017-11-19,144.79875776397515
2017-11-20,214.49677966101694
2017-11-21,168.0668776371308
2017-11-22,151.33802955665024
2017-11-23,175.86829431438127
2017-11-24,147.6112273476112
2017-11-25,133.63756505576208
2017-11-26,131.2405596107056
2017-11-27,135.634
2017-11-28,144.32035714285715
2017-11-29,142.13952662721894
2017-11-30,128.56503472222224
2017-12-01,160.0029166666667
2017-12-02,163.22050000000002
2017-12-03,146.8489029535865
2017-12-04,164.88390029325515
2017-12-05,140.8573356401384
2017-12-06,155.38595959595958
2017-12-07,141.44621848739496
2017-12-08,143.51355102040816
2017-12-09,147.747
2017-12-10,147.4468316831683
2017-12-11,146.5257620817844
2017-12-12,148.9682287822878
2017-12-13,152.14637168141593
2017-12-14,152.2490594059406
2017-12-15,158.84661616161617
2017-12-16,164.79892086330935
2017-12-17,152.4551724137931
2017-12-18,159.14615023474178
2017-12-19,133.12108695652174
2017-12-20,180.8174011299435
2017-12-21,146.57442176870748
2017-12-22,161.37026785714286
2017-12-23,146.6575
2017-12-24,112.2708064516129
2017-12-25,137.6329347826087
2017-12-26,131.47767955801103
2017-12-27,123.2414619883041
2017-12-28,119.42181208053691
2017-12-29,136.1101986754967
2017-12-30,155.6829292929293
2017-12-31,130.65294871794873
2018-01-01,108.79858974358976
2018-01-02,135.29697247706423
2018-01-03,158.10476595744683
2018-01-04,152.40947955390334
2018-01-05,149.73125000000002
2018-01-06,142.84646288209606
2018-01-07,168.28455445544557
2018-01-08,152.0489932885906
2018-01-09,137.36434108527132
2018-01-10,157.28045614035088
2018-01-11,162.31381944444445
2018-01-12,147.313162055336
2018-01-13,143.19991379310343
2018-01-14,149.35045643153526
2018-01-15,138.675736196319
2018-01-16,164.02357827476038
2018-01-17,145.35144827586205
2018-01-18,131.6282470119522
2018-01-19,148.540125
2018-01-20,146.52173913043478
2018-01-21,135.46390476190476
2018-01-22,132.13219879518073
2018-01-23,142.90187943262413
2018-01-24,143.50864341085273
2018-01-25,147.84928870292887
2018-01-26,165.86050632911395
2018-01-27,156.9173125
2018-01-28,174.87358490566038
2018-01-29,140.29774319066146
2018-01-30,136.62926923076924
2018-01-31,144.07463878326996
2018-02-01,147.1930864197531
2018-02-02,145.8854260089686
2018-02-03,136.4958910891089
2018-02-04,135.22444976076554
2018-02-05,152.63946996466433
2018-02-06,144.12381294964027
2018-02-07,139.96057471264368
2018-02-08,134.64561181434598
2018-02-09,158.6286547085202
2018-02-10,138.82043956043955
2018-02-11,145.97463687150838
2018-02-12,120.13111587982833
2018-02-13,128.42553097345134
2018-02-14,138.9915923566879
2018-02-15,136.19704861111111
2018-02-16,142.26549107142858
2018-02-17,145.1546568627451
2018-02-18,137.13174528301886
2018-02-19,127.30550943396226
2018-02-20,143.3110402684564
2018-02-21,138.2445818181818
2018-02-22,134.66746527777778
2018-02-23,137.804
2018-02-24,141.00179104477613
2018-02-25,146.76840336134453
2018-02-26,166.99986754966886
2018-02-27,154.3507868852459
2018-02-28,164.0179937304075
2018-03-01,162.88292682926829
2018-03-02,134.5889247311828
2018-03-03,145.78802752293578
2018-03-04,156.8192468619247
2018-03-05,161.25657243816255
2018-03-06,164.183
2018-03-07,158.04159851301117
2018-03-08,138.13110204081633
2018-03-09,156.58828703703705
2018-03-10,157.09595959595958
2018-03-11,164.20784753363228
2018-03-12,150.97012605042016
2018-03-13,179.4875744680851
2018-03-14,139.30024509803923
2018-03-15,173.69685618729096
2018-03-16,139.42575539568347
2018-03-17,129.0333870967742
2018-03-18,157.5387772925764
2018-03-19,170.02358064516127
2018-03-20,135.72129746835444
2018-03-21,154.42554817275746
2018-03-22,141.18240458015268
2018-03-23,154.74542222222223
2018-03-24,163.972899408284
2018-03-25,149.46930693069308
2018-03-26,151.57882978723404
2018-03-27,156.88640926640926
2018-03-28,153.49659388646288
2018-03-29,163.72912195121953
2018-03-30,151.03304597701148
2018-03-31,169.3104651162791
2018-04-01,160.5117370892019
2018-04-02,159.72242524916942
2018-04-03,166.7483003952569
2018-04-04,162.56649253731342
2018-04-05,149.18434628975265
2018-04-06,166.41938144329896
2018-04-07,174.78831325301206
2018-04-08,143.72994845360824
2018-04-09,216.21248062015505
2018-04-10,159.48666666666665
2018-04-11,167.3917375886525
2018-04-12,153.6360769230769
2018-04-13,178.63004901960784
2018-04-14,149.31913333333333
2018-04-15,161.07572687224672
2018-04-16,157.3576411960133
2018-04-17,151.28710247349824
2018-04-18,157.5124149659864
2018-04-19,163.9300651465798
2018-04-20,160.20312195121952
2018-04-21,138.67833333333334
2018-04-22,154.54971014492753
2018-04-23,148.87010067114093
2018-04-24,176.34282685512366
2018-04-25,163.29824137931033
2018-04-26,139.2934716981132
2018-04-27,189.32914979757086
2018-04-28,147.42360655737704
2018-04-29,127.40856353591161
2018-04-30,166.81548780487805
2018-05-01,143.33671532846716
2018-05-02,141.22210691823898
2018-05-03,157.4258620689655
2018-05-04,168.49666666666667
2018-05-05,161.58747524752474
2018-05-06,156.12882075471697
2018-05-07,165.0877308707124
2018-05-08,164.0755357142857
2018-05-09,143.9347042253521
2018-05-10,203.00644827586208
2018-05-11,165.4446564885496
2018-05-12,155.0360888888889
2018-05-13,172.13303317535545
2018-05-14,165.94861333333336
2018-05-15,134.52714673913042
2018-05-16,175.45273712737128
2018-05-17,156.28603448275862
2018-05-18,150.53623966942146
2018-05-19,192.6512244897959
2018-05-20,138.24023952095808
2018-05-21,146.5068899521531
2018-05-22,154.1858653846154
2018-05-23,141.6944055944056
2018-05-24,187.21596638655464
2018-05-25,172.51245283018866
2018-05-26,170.84939393939393
2018-05-27,136.0525925925926
2018-05-28,203.38892617449665
2018-05-29,188.72647435897437
2018-05-30,153.25897959183672
2018-05-31,204.0327536231884
2018-06-01,197.27010582010584
2018-06-02,196.87068027210884
2018-06-03,163.48732673267327
2018-06-04,148.5991341991342
2018-06-05,177.04475728155342
2018-06-06,137.50846153846155
2018-06-07,180.83211864406778
2018-06-08,155.27980392156863
2018-06-09,196.7270520231214
2018-06-10,151.47705
2018-06-11,188.6367105263158
2018-06-12,180.54992277992278
2018-06-13,153.4561254612546
2018-06-14,152.1265581395349
2018-06-15,160.70795918367347
2018-06-16,169.59111111111113
2018-06-17,128.89142857142858
2018-06-18,158.40567567567567
2018-06-19,163.99016393442622
2018-06-20,147.7218260869565
2018-06-21,135.3739430894309
2018-06-22,154.58682795698925
2018-06-23,134.91152866242038
2018-06-24,145.3131527093596
2018-06-25,167.3626294820717
2018-06-26,141.63033834586466
2018-06-27,147.38085201793723
2018-06-28,153.86404761904762
2018-06-29,143.4210857142857
2018-06-30,148.97368
2018-07-01,177.26670807453417
2018-07-02,145.65559405940593
2018-07-03,141.6873873873874
2018-07-04,157.49924242424242
2018-07-05,173.21173469387756
2018-07-06,178.2957258064516
2018-07-07,121.26064516129033
2018-07-08,142.72130081300813
2018-07-09,150.14396103896104
2018-07-10,159.82007042253522
2018-07-11,171.69488372093022
2018-07-12,255.28043478260867
2018-07-13,186.4870857142857
2018-07-14,171.60402597402597
2018-07-15,218.2873417721519
2018-07-16,150.81537848605578
2018-07-17,154.13112068965518
2018-07-18,159.1096904024768
2018-07-19,173.40250965250965
2018-07-20,148.9492578125
2018-07-21,131.48953608247425
2018-07-22,151.89981566820276
2018-07-23,153.6879552715655
2018-07-24,173.84126353790614
2018-07-25,176.16805147058824
2018-07-26,154.7582962962963
2018-07-27,170.05673469387756
2018-07-28,168.53726256983242
2018-07-29,186.06255102040816
2018-07-30,152.7657095709571
2018-07-31,165.112084592145
2018-08-01,147.58552870090634
2018-08-02,150.10686274509803
2018-08-03,151.89444785276072
2018-08-04,164.30266932270916
2018-08-05,150.97167857142858
2018-08-06,170.62287564766837
2018-08-07,163.7408179419525
2018-08-08,160.32323987538942
2018-08-09,157.01554817275746
2018-08-10,150.70466666666667
2018-08-11,162.90234375
2018-08-12,180.98399014778326
2018-08-13,161.0828093645485
2018-08-14,160.16978260869564
2018-08-15,180.7549152542373
2018-08-16,129.03357575757576
2018-08-17,152.5103358208955
2018-08-18,144.85399999999998
2018-08-19,142.12962085308055
2018-08-20,154.0170610687023
2018-08-21,128.48938775510206
2018-08-22,130.49112299465241
2018-08-23,137.0675
2018-08-24,111.17242718446602
2018-08-25,165.3205633802817
2018-08-26,122.42105263157895
2018-08-27,90.2891304347826
2018-08-28,113.40695652173913
2018-08-29,170.13071428571428
2018-08-30,176.26
2018-08-31,63.89
2018-09-03,114.66
2018-09-06,814.4000000000001
2018-09-10,51.17
2018-09-11,258.67
2018-09-12,84.58
2018-09-13,414.04
2018-09-17,84.58
2018-09-20,191.46
2018-09-25,221.54
2018-09-26,94.63
2018-09-29,137.03
2018-10-01,80.38
2018-10-03,197.55
2018-10-16,222.03
2018-10-17,89.71
